OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-06-DILA-5.4_20191023T1300:CEC-00091,Sample-Routine,Water,,2019-10-23,13:00:00,EDT,,,,,,,,,,,,Routine,Routine River Network,NYSDEC,21NYDECA_WQX-1143,06-DILA-5.4,,,,,42.3772200000,-75.4050000000,,,,,,STORET-1060245277,Not Detected,None,Perfluorooctanoic acid,Total,,,U,Accepted,,,,,,,,,,,,,,,,,,,,,,537M,USEPA,"MODIFIED, Determination of Selected Perfluorinated Alkyl Acids in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)",,,TALBURL,2019-11-06,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21NYDECA_WQX/activities/21NYDECA_WQX-06-DILA-5.4_20191023T1300%3ACEC-00091/results/1060245277/resdetectqntlmts,Lower Quantitation Limit,1.7,ng/L,,2025-04-18T14:28:08,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-14-DELA-1.3_20210414T1030:CEC-00126,Sample-Routine,Water,,2021-04-14,10:30:00,EDT,,,,,,,,,,,,Routine,Routine River Network,NYSDEC,21NYDECA_WQX-6902,14-DELA-1.3,,,,,41.3719400000,-74.6969500000,,,,,,STORET-1060246012,Not Detected,None,Perfluorooctanoic acid,Total,,,U,Accepted,,,,,,,,,,,,,,,,,,,,,,537M,USEPA,"MODIFIED, Determination of Selected Perfluorinated Alkyl Acids in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)",,,TALBURL,2021-04-21,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21NYDECA_WQX/activities/21NYDECA_WQX-14-DELA-1.3_20210414T1030%3ACEC-00126/results/1060246012/resdetectqntlmts,Lower Quantitation Limit,1.8,ng/L,,2025-04-18T14:28:12,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-11-HOOS-20.8_20210818T1000:CEC-00165,Sample-Routine,Water,,2021-08-18,10:00:00,EDT,,,,,,,,,,,,Routine,Routine River Network,NYSDEC,21NYDECA_WQX-2923,11-HOOS-20.8,,,,,42.9513900000,-73.3911100000,,,,,,STORET-1060246831,,None,Perfluorooctanoic acid,Total,22,ng/L,CON,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,537M,USEPA,"MODIFIED, Determination of Selected Perfluorinated Alkyl Acids in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)",,,TALBURL,2021-08-20,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21NYDECA_WQX/activities/21NYDECA_WQX-11-HOOS-20.8_20210818T1000%3ACEC-00165/results/1060246831/resdetectqntlmts,Lower Quantitation Limit,1.7,ng/L,,2025-04-18T14:28:16,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-07-KEUK-0.3_20210830T1200:CEC-00171,Sample-Routine,Water,,2021-08-30,12:00:00,EDT,,,,,,,,,,,,Routine,Routine River Network,NYSDEC,21NYDECA_WQX-1772,07-KEUK-0.3,,,,,42.6803700000,-76.9539500000,,,,,,STORET-1060246957,Not Detected,None,Perfluorooctanoic acid,Total,,,U,Accepted,,,,,,,,,,,,,,,,,,,,,,537M,USEPA,"MODIFIED, Determination of Selected Perfluorinated Alkyl Acids in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)",,,TALBURL,2021-09-01,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21NYDECA_WQX/activities/21NYDECA_WQX-07-KEUK-0.3_20210830T1200%3ACEC-00171/results/1060246957/resdetectqntlmts,Lower Quantitation Limit,1.6,ng/L,,2025-04-18T14:28:17,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-12-MOHK-79.5_20210816T1130:CEC-00139,Sample-Routine,Water,,2021-08-16,11:30:00,EDT,,,,,,,,,,,,Routine,Routine River Network,NYSDEC,21NYDECA_WQX-3399,12-MOHK-79.5,,,,,43.0377800000,-74.8405500000,,,,,,STORET-1060246285,Not Detected,None,Perfluorooctanoic acid,Total,,,U,Accepted,,,,,,,,,,,,,,,,,,,,,,537M,USEPA,"MODIFIED, Determination of Selected Perfluorinated Alkyl Acids in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)",,,TALBURL,2021-08-18,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21NYDECA_WQX/activities/21NYDECA_WQX-12-MOHK-79.5_20210816T1130%3ACEC-00139/results/1060246285/resdetectqntlmts,Lower Quantitation Limit,1.6,ng/L,,2025-04-18T14:28:13,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-13-LHUD-130.6_20210816T1030:CEC-00137,Sample-Routine,Water,,2021-08-16,10:30:00,EDT,,,,,,,,,,,,Routine,Routine River Network,NYSDEC,21NYDECA_WQX-3664,13-LHUD-130.6,,,,,42.6194950000,-73.7587960000,,,,,,STORET-1060246243,,None,Perfluorooctanoic acid,Total,2.4,ng/L,CON,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,537M,USEPA,"MODIFIED, Determination of Selected Perfluorinated Alkyl Acids in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)",,,TALBURL,2021-08-18,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21NYDECA_WQX/activities/21NYDECA_WQX-13-LHUD-130.6_20210816T1030%3ACEC-00137/results/1060246243/resdetectqntlmts,Lower Quantitation Limit,1.7,ng/L,,2025-04-18T14:28:13,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-12-MOHK-15.5_20210422T1043:CEC-00179,Sample-Routine,Water,,2021-04-22,10:43:00,EDT,,,,,,,,,,,,PFAS Monitoring,PFAS Monitoring,NYSDEC,21NYDECA_WQX-3387,12-MOHK-15.5,,,,,42.8206240000,-73.8586170000,,,,,,STORET-1060247125,Not Detected,None,Perfluorooctanoic acid,Total,,,U,Accepted,,,,,,,,,,,,,,,,,,,,,,537M,USEPA,"MODIFIED, Determination of Selected Perfluorinated Alkyl Acids in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)",,,TALBURL,2021-05-06,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21NYDECA_WQX/activities/21NYDECA_WQX-12-MOHK-15.5_20210422T1043%3ACEC-00179/results/1060247125/resdetectqntlmts,Lower Quantitation Limit,1.7,ng/L,,2025-04-18T14:28:18,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-05-CHEM-5.4_20210413T0945:CEC-00110,Sample-Routine,Water,,2021-04-13,09:45:00,EDT,,,,,,,,,,,,Routine,Routine River Network,NYSDEC,21NYDECA_WQX-1295,05-CHEM-5.4,,,,,42.0027800000,-76.6349900000,,,,,,STORET-1060245676,Not Detected,None,Perfluorooctanoic acid,Total,,,U,Accepted,,,,,,,,,,,,,,,,,,,,,,537M,USEPA,"MODIFIED, Determination of Selected Perfluorinated Alkyl Acids in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)",,,TALBURL,2021-04-20,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21NYDECA_WQX/activities/21NYDECA_WQX-05-CHEM-5.4_20210413T0945%3ACEC-00110/results/1060245676/resdetectqntlmts,Lower Quantitation Limit,1.7,ng/L,,2025-04-18T14:28:10,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-01-NIAG-18.4_20210427T1400:CEC-00185,Sample-Routine,Water,,2021-04-27,14:00:00,EDT,,,,,,,,,,,,PFAS Monitoring,PFAS Monitoring,NYSDEC,21NYDECA_WQX-78,01-NIAG-18.4,,,,,43.0647780000,-78.9880480000,,,,,,STORET-1060247251,Not Detected,None,Perfluorooctanoic acid,Total,,,U,Accepted,,,,,,,,,,,,,,,,,,,,,,537M,USEPA,"MODIFIED, Determination of Selected Perfluorinated Alkyl Acids in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)",,,TALBURL,2021-05-12,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21NYDECA_WQX/activities/21NYDECA_WQX-01-NIAG-18.4_20210427T1400%3ACEC-00185/results/1060247251/resdetectqntlmts,Lower Quantitation Limit,1.6,ng/L,,2025-04-18T14:28:19,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-03-NRUP-3.1_20210413T1245:CEC-00113,Sample-Routine,Water,,2021-04-13,12:45:00,EDT,,,,,,,,,,,,Routine,Routine River Network,NYSDEC,21NYDECA_WQX-634,03-NRUP-3.1,,,,,43.2540000000,-77.7420000000,,,,,,STORET-1060245739,,None,Perfluorooctanoic acid,Total,2.5,ng/L,CON,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,537M,USEPA,"MODIFIED, Determination of Selected Perfluorinated Alkyl Acids in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)",,,TALBURL,2021-04-20,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21NYDECA_WQX/activities/21NYDECA_WQX-03-NRUP-3.1_20210413T1245%3ACEC-00113/results/1060245739/resdetectqntlmts,Lower Quantitation Limit,2,ng/L,,2025-04-18T14:28:11,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-04-GENS-3.8_20210428T1015:CEC-00188,Sample-Routine,Water,,2021-04-28,10:15:00,EDT,,,,,,,,,,,,PFAS Monitoring,PFAS Monitoring,NYSDEC,21NYDECA_WQX-976,04-GENS-3.8,,,,,43.2036090000,-77.6257360000,,,,,,STORET-1060247314,Not Detected,None,Perfluorooctanoic acid,Total,,,U,Accepted,,,,,,,,,,,,,,,,,,,,,,537M,USEPA,"MODIFIED, Determination of Selected Perfluorinated Alkyl Acids in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)",,,TALBURL,2021-05-10,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21NYDECA_WQX/activities/21NYDECA_WQX-04-GENS-3.8_20210428T1015%3ACEC-00188/results/1060247314/resdetectqntlmts,Lower Quantitation Limit,1.6,ng/L,,2025-04-18T14:28:20,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-07-KEUK-0.3_20210412T0930:CEC-00103,Sample-Routine,Water,,2021-04-12,09:30:00,EDT,,,,,,,,,,,,Routine,Routine River Network,NYSDEC,21NYDECA_WQX-1772,07-KEUK-0.3,,,,,42.6803700000,-76.9539500000,,,,,,STORET-1060245529,Not Detected,None,Perfluorooctanoic acid,Total,,,U,Accepted,,,,,,,,,,,,,,,,,,,,,,537M,USEPA,"MODIFIED, Determination of Selected Perfluorinated Alkyl Acids in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)",,,TALBURL,2021-04-19,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21NYDECA_WQX/activities/21NYDECA_WQX-07-KEUK-0.3_20210412T0930%3ACEC-00103/results/1060245529/resdetectqntlmts,Lower Quantitation Limit,1.7,ng/L,,2025-04-18T14:28:10,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-13-LHUD-130.6_20210412T1000:CEC-00104,Sample-Routine,Water,,2021-04-12,10:00:00,EDT,,,,,,,,,,,,Routine,Routine River Network,NYSDEC,21NYDECA_WQX-3664,13-LHUD-130.6,,,,,42.6194950000,-73.7587960000,,,,,,STORET-1060245550,Not Detected,None,Perfluorooctanoic acid,Total,,,U,Accepted,,,,,,,,,,,,,,,,,,,,,,537M,USEPA,"MODIFIED, Determination of Selected Perfluorinated Alkyl Acids in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)",,,TALBURL,2021-04-19,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21NYDECA_WQX/activities/21NYDECA_WQX-13-LHUD-130.6_20210412T1000%3ACEC-00104/results/1060245550/resdetectqntlmts,Lower Quantitation Limit,1.7,ng/L,,2025-04-18T14:28:10,STORET
21NYDECA_WQX,New York State Dec Division Of Water,21NYDECA_WQX-02-ALGY-20.3_20210816T1045:CEC-00142,Sample-Routine,Water,,2021-08-16,10:45:00,EDT,,,,,,,,,,,,Routine,Routine River Network,NYSDEC,21NYDECA_WQX-427,02-ALGY-20.3,,,,,42.1571600000,-78.7179300000,,,,,,STORET-1060246348,Not Detected,None,Perfluorooctanoic acid,Total,,,U,Accepted,,,,,,,,,,,,,,,,,,,,,,537M,USEPA,"MODIFIED, Determination of Selected Perfluorinated Alkyl Acids in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)",,,TALBURL,2021-08-18,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21NYDECA_WQX/activities/21NYDECA_WQX-02-ALGY-20.3_20210816T1045%3ACEC-00142/results/1060246348/resdetectqntlmts,Lower Quantitation Limit,1.6,ng/L,,2025-04-18T14:28:14,STORET
