OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
DRBC,Delaware River Basin Commission,DRBC-PLAM149:92016:857:335-67-1,Sample-Routine,Water,,2016-09-20,08:57:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-PLAM149,148.7,,,,,40.3649310000,-74.9489920000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-872441293,,,Perfluorooctanoic acid,,1.27,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA-060,DRBC,SGS AXYS Method MLA-060,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-PLAM149%3A92016%3A857%3A335-67-1/results/872441293/resdetectqntlmts,Estimated Detection Level,0.979,ng/L,,2021-01-20T15:08:31,STORET
DRBC,Delaware River Basin Commission,DRBC-FC05262021132845285-51-6,Sample-Routine,Water,,2021-05-26,13:28:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-FC,Frankford Creek,,,,,39.9859100000,-75.0715320000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-929830002,,,Perfluorooctanoic acid,Total,2.85,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-FC05262021132845285-51-6/results/929830002/resdetectqntlmts,Lower Reporting Limit,0.444,ng/L,,2022-02-09T16:05:43,STORET
DRBC,Delaware River Basin Commission,DRBC-DIN10212021113045285-51-6,Sample-Routine,Water,,2021-10-21,11:30:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-DIN,"Dingmans Ferry, PA",,,,,41.2195000000,-74.8600000000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-929830362,Present Below Quantification Limit,,Perfluorooctanoic acid,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-DIN10212021113045285-51-6/results/929830362/resdetectqntlmts,Lower Reporting Limit,0.401,ng/L,,2022-02-09T16:06:06,STORET
DRBC,Delaware River Basin Commission,DRBC-CC05272021112945285-51-6,Sample-Routine,Water,,2021-05-27,11:29:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-CC2021,Chester Creek,,,,,39.8447400000,-75.3599900000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-929829842,,,Perfluorooctanoic acid,Total,6.56,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-CC05272021112945285-51-6/results/929829842/resdetectqntlmts,Lower Reporting Limit,0.415,ng/L,,2022-02-09T16:05:36,STORET
DRBC,Delaware River Basin Commission,DRBC-PPC202111082021103045285-51-6,Sample-Routine,Water,,2021-11-08,10:30:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-PPC2021,Pennypack Creek,,,,,40.0436000000,-75.0204980000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-929830602,,,Perfluorooctanoic acid,Total,8.77,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-PPC202111082021103045285-51-6/results/929830602/resdetectqntlmts,Lower Reporting Limit,0.401,ng/L,,2022-02-09T16:06:22,STORET
DRBC,Delaware River Basin Commission,DRBC-23-33206809202021112345285-51-6,Sample-Routine,Water,,2021-09-20,11:23:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-31DELRBC_WQX-332068,131.04,,,,,40.1744650000,-74.7348480000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-926330188,,,Perfluorooctanoic acid,,1.56,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-23-33206809202021112345285-51-6/results/926330188/resdetectqntlmts,Lower Reporting Limit,0.357,ng/L,,2022-01-12T11:58:27,STORET
DRBC,Delaware River Basin Commission,DRBC-21-33206409202021110645285-51-6,Sample-Routine,Water,,2021-09-20,11:06:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-31DELRBC_WQX-332064,122.4,,,,,40.1276480000,-74.8150650000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-926330108,,,Perfluorooctanoic acid,,1.59,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-21-33206409202021110645285-51-6/results/926330108/resdetectqntlmts,Lower Reporting Limit,0.36,ng/L,,2022-01-12T11:58:26,STORET
DRBC,Delaware River Basin Commission,DRBC-LHR10212021152245285-51-6,Sample-Routine,Water,,2021-10-21,15:22:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-LHR,Lehigh River,,,,,40.6888960000,-75.2066200000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-929830522,,,Perfluorooctanoic acid,Total,1.69,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-LHR10212021152245285-51-6/results/929830522/resdetectqntlmts,Lower Reporting Limit,0.391,ng/L,,2022-02-09T16:06:17,STORET
DRBC,Delaware River Basin Commission,DRBC-14-89206209202021092645285-51-6,Sample-Routine,Water,,2021-09-20,09:26:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-31DELRBC_WQX-892062,84,,,,,39.8491390000,-75.3296280000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-926330748,,,Perfluorooctanoic acid,,2.77,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-14-89206209202021092645285-51-6/results/926330748/resdetectqntlmts,Lower Reporting Limit,0.371,ng/L,,2022-01-12T11:58:39,STORET
DRBC,Delaware River Basin Commission,DRBC-BR05262021132545285-51-6,Sample-Routine,Water,,2021-05-26,13:25:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-BR,Betsy Ross Bridge,,,,,39.9847010000,-75.0666030000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-929829762,,,Perfluorooctanoic acid,Total,2.74,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-BR05262021132545285-51-6/results/929829762/resdetectqntlmts,Lower Reporting Limit,0.447,ng/L,,2022-02-09T16:05:31,STORET
DRBC,Delaware River Basin Commission,DRBC-SR06012021140145285-51-6,Sample-Routine,Water,,2021-06-01,14:01:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-SR,Schuylkill River,,,,,39.9131600000,-75.2059000000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-929830202,,,Perfluorooctanoic acid,Total,3.89,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-SR06012021140145285-51-6/results/929830202/resdetectqntlmts,Lower Reporting Limit,0.413,ng/L,,2022-02-09T16:05:53,STORET
DRBC,Delaware River Basin Commission,DRBC-BR1404192021095345285-51-6,Sample-Routine,Water,,2021-04-19,09:53:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-BR14,100.2,,,,,39.9555020000,-75.1358180000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-926417021,,,Perfluorooctanoic acid,,3.36,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-BR1404192021095345285-51-6/results/926417021/resdetectqntlmts,Lower Reporting Limit,0.367,ng/L,,2022-01-12T13:21:26,STORET
DRBC,Delaware River Basin Commission,DRBC-BC04202021151145285-51-6,Sample-Routine,Water,,2021-04-20,15:11:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-BC,Bile Channel,,,,,40.1815660000,-74.7461910000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-929829682,,,Perfluorooctanoic acid,Total,2.32,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-BC04202021151145285-51-6/results/929829682/resdetectqntlmts,Lower Reporting Limit,0.432,ng/L,,2022-02-09T16:05:26,STORET
DRBC,Delaware River Basin Commission,DRBC-EB04202021151145285-51-6,Quality Control Sample-Field Blank,Water,,2021-04-20,15:11:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-EB2,Equipment Blank,,,,,40.1898000000,-74.7584800000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-929843755,Not Detected,,Perfluorooctanoic acid,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-EB04202021151145285-51-6/results/929843755/resdetectqntlmts,Lower Reporting Limit,0.44,ng/L,,2022-02-10T10:30:32,STORET
DRBC,Delaware River Basin Commission,DRBC-LAC 10212021100645285-51-6,Sample-Routine,Water,,2021-10-21,10:06:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-LAC,"Lackawaxen, PA",,,,,41.4859000000,-74.9864000000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-929830482,Present Below Quantification Limit,,Perfluorooctanoic acid,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-LAC%2010212021100645285-51-6/results/929830482/resdetectqntlmts,Lower Reporting Limit,0.415,ng/L,,2022-02-09T16:06:14,STORET
DRBC,Delaware River Basin Commission,DRBC-DC05272021134345285-51-6,Sample-Routine,Water,,2021-05-27,13:43:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-DC,Darby Creek,,,,,39.8699400000,-75.3138760000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-929829922,,,Perfluorooctanoic acid,Total,3.28,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-DC05272021134345285-51-6/results/929829922/resdetectqntlmts,Lower Reporting Limit,0.418,ng/L,,2022-02-09T16:05:39,STORET
DRBC,Delaware River Basin Commission,DRBC-FL05242021120945285-51-6,Sample-Routine,Water,,2021-05-24,12:09:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-FL,Florence Bend,,,,,40.1280250000,-74.8160280000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-929830042,,,Perfluorooctanoic acid,Total,2.2,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-FL05242021120945285-51-6/results/929830042/resdetectqntlmts,Lower Reporting Limit,0.411,ng/L,,2022-02-09T16:05:45,STORET
