OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
DRBC,Delaware River Basin Commission,DRBC-P16:80608:830:335-67-1,Quality Control Sample-Field Blank,Water,,2008-08-06,08:30:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-P16,131,,,,,40.1815600000,-74.7450500000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-872467659,Not Detected,,Perfluorooctanoic acid,,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA-060,DRBC,SGS AXYS Method MLA-060,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-P16%3A80608%3A830%3A335-67-1/results/872467659/resdetectqntlmts,Estimated Detection Level,1.01,ng/L,,2021-01-21T10:48:39,STORET
DRBC,Delaware River Basin Commission,DRBC-P7a:102209:916:335-67-1,Sample-Routine,Water,,2009-10-22,09:16:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-P7a,80,,,,,39.8133700000,-75.3905700000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-872441451,,,Perfluorooctanoic acid,,16.4,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA-060,DRBC,SGS AXYS Method MLA-060,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-P7a%3A102209%3A916%3A335-67-1/results/872441451/resdetectqntlmts,Estimated Detection Level,0.995,ng/L,,2021-01-20T15:08:36,STORET
DRBC,Delaware River Basin Commission,DRBC-P9:102209:940:335-67-1,Sample-Routine,Water,,2009-10-22,09:40:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-P9,90,,,,,39.8759050000,-75.1959880000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-872441461,,,Perfluorooctanoic acid,,11.5,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA-060,DRBC,SGS AXYS Method MLA-060,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-P9%3A102209%3A940%3A335-67-1/results/872441461/resdetectqntlmts,Estimated Detection Level,1.01,ng/L,,2021-01-20T15:08:36,STORET
DRBC,Delaware River Basin Commission,DRBC-P16:102209:720:335-67-1,Quality Control Sample-Field Blank,Water,,2009-10-22,07:20:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-P16,131,,,,,40.1815600000,-74.7450500000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-872467678,Not Detected,,Perfluorooctanoic acid,,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA-060,DRBC,SGS AXYS Method MLA-060,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-P16%3A102209%3A720%3A335-67-1/results/872467678/resdetectqntlmts,Estimated Detection Level,0.999,ng/L,,2021-01-21T10:48:40,STORET
DRBC,Delaware River Basin Commission,DRBC-P1:102209:740:335-67-1,Sample-Routine,Water,,2009-10-22,07:40:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-P1,50,,,,,39.4275300000,-75.5275010000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-872441429,,,Perfluorooctanoic acid,,20.4,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA-060,DRBC,SGS AXYS Method MLA-060,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-P1%3A102209%3A740%3A335-67-1/results/872441429/resdetectqntlmts,Estimated Detection Level,0.995,ng/L,,2021-01-20T15:08:35,STORET
DRBC,Delaware River Basin Commission,DRBC-P16:102209:1110:335-67-1,Sample-Routine,Water,,2009-10-22,11:10:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-P16,131,,,,,40.1815600000,-74.7450500000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-872441445,,,Perfluorooctanoic acid,,3.29,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA-060,DRBC,SGS AXYS Method MLA-060,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-P16%3A102209%3A1110%3A335-67-1/results/872441445/resdetectqntlmts,Estimated Detection Level,0.992,ng/L,,2021-01-20T15:08:36,STORET
DRBC,Delaware River Basin Commission,DRBC-PLP:80515:1145:335-67-1,Sample-Routine,Water,,2015-08-05,11:45:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-PLP,50,,,,,39.4275300000,-75.5275010000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-872441320,,,Perfluorooctanoic acid,,8.45,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA-060,DRBC,SGS AXYS Method MLA-060,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-PLP%3A80515%3A1145%3A335-67-1/results/872441320/resdetectqntlmts,Estimated Detection Level,1.01,ng/L,,2021-01-20T15:08:32,STORET
DRBC,Delaware River Basin Commission,DRBC-PLMC2:80315:1221:335-67-1,Sample-Routine,Water,,2015-08-03,12:21:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-PLMC2,90.2,,,,,39.8587100000,-75.2199600000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-872441329,,,Perfluorooctanoic acid,,5.27,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA-060,DRBC,SGS AXYS Method MLA-060,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-PLMC2%3A80315%3A1221%3A335-67-1/results/872441329/resdetectqntlmts,Estimated Detection Level,1,ng/L,,2021-01-20T15:08:32,STORET
DRBC,Delaware River Basin Commission,DRBC-P8:80315:1315:335-67-1,Sample-Routine,Water,,2015-08-03,13:15:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-P8,95,,,,,39.8852200000,-75.1407400000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-872441364,,,Perfluorooctanoic acid,,4.15,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA-060,DRBC,SGS AXYS Method MLA-060,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-P8%3A80315%3A1315%3A335-67-1/results/872441364/resdetectqntlmts,Estimated Detection Level,1,ng/L,,2021-01-20T15:08:33,STORET
DRBC,Delaware River Basin Commission,DRBC-P16:80315:1006:335-67-1,Quality Control Sample-Field Blank,Water,,2015-08-03,10:06:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-P16,131,,,,,40.1815600000,-74.7450500000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-872467621,Not Detected,,Perfluorooctanoic acid,,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA-060,DRBC,SGS AXYS Method MLA-060,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-P16%3A80315%3A1006%3A335-67-1/results/872467621/resdetectqntlmts,Estimated Detection Level,0.991,ng/L,,2021-01-21T10:48:39,STORET
DRBC,Delaware River Basin Commission,DRBC-P5:80315:1045:335-67-1,Quality Control Sample-Blind Duplicate,Water,,2015-08-03,10:45:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-P5,80,,,,,39.8133700000,-75.3905700000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-872441352,,,Perfluorooctanoic acid,,4.54,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA-060,DRBC,SGS AXYS Method MLA-060,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-P5%3A80315%3A1045%3A335-67-1/results/872441352/resdetectqntlmts,Estimated Detection Level,1.03,ng/L,,2021-01-20T15:08:33,STORET
DRBC,Delaware River Basin Commission,DRBC-PLMC1:80315:1219:335-67-1,Sample-Routine,Water,,2015-08-03,12:19:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-PLMC1,89.4,,,,,39.8546200000,-75.2422700000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-872441325,,,Perfluorooctanoic acid,,4.27,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA-060,DRBC,SGS AXYS Method MLA-060,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-PLMC1%3A80315%3A1219%3A335-67-1/results/872441325/resdetectqntlmts,Estimated Detection Level,1.04,ng/L,,2021-01-20T15:08:32,STORET
DRBC,Delaware River Basin Commission,DRBC-PLMC3:80315:1224:335-67-1,Sample-Routine,Water,,2015-08-03,12:24:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-PLMC3,90.6,,,,,39.8627500000,-75.2178000000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-872441334,,,Perfluorooctanoic acid,,5.21,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA-060,DRBC,SGS AXYS Method MLA-060,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-PLMC3%3A80315%3A1224%3A335-67-1/results/872441334/resdetectqntlmts,Estimated Detection Level,1.01,ng/L,,2021-01-20T15:08:32,STORET
DRBC,Delaware River Basin Commission,DRBC-P5:80315:1025:335-67-1,Sample-Routine,Water,,2015-08-03,10:25:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-P5,80,,,,,39.8133700000,-75.3905700000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-872441348,,,Perfluorooctanoic acid,,5.83,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA-060,DRBC,SGS AXYS Method MLA-060,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-P5%3A80315%3A1025%3A335-67-1/results/872441348/resdetectqntlmts,Estimated Detection Level,1,ng/L,,2021-01-20T15:08:33,STORET
DRBC,Delaware River Basin Commission,DRBC-P7b:80315:1203:335-67-1,Sample-Routine,Water,,2015-08-03,12:03:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-P7b,88,,,,,39.8487100000,-75.2640600000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-872441361,,,Perfluorooctanoic acid,,5.94,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA-060,DRBC,SGS AXYS Method MLA-060,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-P7b%3A80315%3A1203%3A335-67-1/results/872441361/resdetectqntlmts,Estimated Detection Level,1.04,ng/L,,2021-01-20T15:08:33,STORET
DRBC,Delaware River Basin Commission,DRBC-P15:80315:1630:335-67-1,Sample-Routine,Water,,2015-08-03,16:30:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-P15,131,,,,,40.1815600000,-74.7450500000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-872441304,,,Perfluorooctanoic acid,,2.16,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA-060,DRBC,SGS AXYS Method MLA-060,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-P15%3A80315%3A1630%3A335-67-1/results/872441304/resdetectqntlmts,Estimated Detection Level,1.01,ng/L,,2021-01-20T15:08:32,STORET
DRBC,Delaware River Basin Commission,DRBC-P16:9202016:1100:335-67-1,Quality Control Sample-Field Blank,Water,,2016-09-20,11:00:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-P16,131,,,,,40.1815600000,-74.7450500000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-872467689,Not Detected,,Perfluorooctanoic acid,,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA-060,DRBC,SGS AXYS Method MLA-060,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-P16%3A9202016%3A1100%3A335-67-1/results/872467689/resdetectqntlmts,Estimated Detection Level,1.03,ng/L,,2021-01-21T10:48:40,STORET
DRBC,Delaware River Basin Commission,DRBC-BR1304192021094245285-51-6,Sample-Routine,Water,,2021-04-19,09:42:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-BR13,93.2,,,,,39.8816790000,-75.1801900000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-926416981,,,Perfluorooctanoic acid,,3.28,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-BR1304192021094245285-51-6/results/926416981/resdetectqntlmts,Lower Reporting Limit,0.369,ng/L,,2022-01-12T13:21:25,STORET
