OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
DRBC,Delaware River Basin Commission,DRBC-08-09100209202021081745285-51-6,Sample-Routine,Water,,2021-09-20,08:17:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-31DELRBC_WQX-091002,54.9,,,,,39.5127770000,-75.5534440000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-926330508,,,Perfluorooctanoic acid,,5.11,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-08-09100209202021081745285-51-6/results/926330508/resdetectqntlmts,Lower Reporting Limit,0.367,ng/L,,2022-01-12T11:58:34,STORET
DRBC,Delaware River Basin Commission,DRBC-05-09102009202021095145285-51-6,Sample-Routine,Water,,2021-09-20,09:51:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-31DELRBC_WQX-091020,36.6,,,,,39.2963390000,-75.3759020000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-926330388,,,Perfluorooctanoic acid,,3.42,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-05-09102009202021095145285-51-6/results/926330388/resdetectqntlmts,Lower Reporting Limit,0.381,ng/L,,2022-01-12T11:58:31,STORET
DRBC,Delaware River Basin Commission,DRBC-01-09103009202021081445285-51-6,Sample-Routine,Water,,2021-09-20,08:14:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-31DELRBC_WQX-091030,6.5,,,,,38.9248450000,-75.0985750000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-926330228,Present Below Quantification Limit,,Perfluorooctanoic acid,,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-01-09103009202021081445285-51-6/results/926330228/resdetectqntlmts,Lower Reporting Limit,0.365,ng/L,,2022-01-12T11:58:28,STORET
DRBC,Delaware River Basin Commission,DRBC-BR1004192021090745285-51-6,Sample-Routine,Water,,2021-04-19,09:07:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-BR10,78.1,,,,,39.8006550000,-75.4252450000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-926416461,,,Perfluorooctanoic acid,,3.78,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-BR1004192021090745285-51-6/results/926416461/resdetectqntlmts,Lower Reporting Limit,0.372,ng/L,,2022-01-12T13:17:26,STORET
DRBC,Delaware River Basin Commission,DRBC-BR904192021085545285-51-6,Sample-Routine,Water,,2021-04-19,08:55:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-BR9,74.5,,,,,39.7741340000,-75.4679380000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-926416821,,,Perfluorooctanoic acid,,3.79,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-BR904192021085545285-51-6/results/926416821/resdetectqntlmts,Lower Reporting Limit,0.374,ng/L,,2022-01-12T13:17:35,STORET
DRBC,Delaware River Basin Commission,DRBC-12-33204609202021090645285-51-6,Sample-Routine,Water,,2021-09-20,09:06:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-31DELRBC_WQX-332046,74.9,,,,,39.7683330000,-75.4740000000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-926330668,,,Perfluorooctanoic acid,,3.63,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-12-33204609202021090645285-51-6/results/926330668/resdetectqntlmts,Lower Reporting Limit,0.364,ng/L,,2022-01-12T11:58:37,STORET
DRBC,Delaware River Basin Commission,DRBC-10-09100809202021083945285-51-6,Sample-Routine,Water,,2021-09-20,08:39:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-31DELRBC_WQX-091008,66,,,,,39.6551100000,-75.5454120000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-926330588,,,Perfluorooctanoic acid,,3.81,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-10-09100809202021083945285-51-6/results/926330588/resdetectqntlmts,Lower Reporting Limit,0.365,ng/L,,2022-01-12T11:58:35,STORET
DRBC,Delaware River Basin Commission,DRBC-09-09100509202021082745285-51-6,Sample-Routine,Water,,2021-09-20,08:27:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-31DELRBC_WQX-091005,60.6,,,,,39.5908330000,-75.5637220000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-926330548,,,Perfluorooctanoic acid,,5.73,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-09-09100509202021082745285-51-6/results/926330548/resdetectqntlmts,Lower Reporting Limit,0.359,ng/L,,2022-01-12T11:58:34,STORET
DRBC,Delaware River Basin Commission,DRBC-BR204192021095145285-51-6,Sample-Routine,Water,,2021-04-19,09:51:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-BR2,36.6,,,,,39.2963390000,-75.3759020000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-926416541,,,Perfluorooctanoic acid,,6.43,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-BR204192021095145285-51-6/results/926416541/resdetectqntlmts,Lower Reporting Limit,0.375,ng/L,,2022-01-12T13:17:27,STORET
DRBC,Delaware River Basin Commission,DRBC-EOC04192021091045285-51-6,Sample-Routine,Water,,2021-04-19,09:10:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-EOC,Elbow of Crossledge - center,,,,,39.1807290000,-75.2715250000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-926417301,,,Perfluorooctanoic acid,,5.32,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-EOC04192021091045285-51-6/results/926417301/resdetectqntlmts,Lower Reporting Limit,0.367,ng/L,,2022-01-12T13:21:32,STORET
DRBC,Delaware River Basin Commission,DRBC-FBK10062021133045285-51-6,Quality Control Sample-Field Blank,Water,,2021-10-06,13:30:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-FBK,Field Blank,,,,,39.6126100000,-75.5930900000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-929843835,Not Detected,,Perfluorooctanoic acid,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-FBK10062021133045285-51-6/results/929843835/resdetectqntlmts,Lower Reporting Limit,0.403,ng/L,,2022-02-10T10:30:43,STORET
DRBC,Delaware River Basin Commission,DRBC-BWC10062021094145285-51-6,Sample-Routine,Water,,2021-10-06,09:41:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-BWC,Brandywine Creek,,,,,39.7369200000,-75.5265700000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-929830282,,,Perfluorooctanoic acid,Total,12.9,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-BWC10062021094145285-51-6/results/929830282/resdetectqntlmts,Lower Reporting Limit,0.422,ng/L,,2022-02-09T16:06:00,STORET
DRBC,Delaware River Basin Commission,DRBC-BR504192021080845285-51-6,Sample-Routine,Water,,2021-04-19,08:08:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-BR5,55,,,,,39.5119170000,-75.5531370000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-926416661,,,Perfluorooctanoic acid,,6.63,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-BR504192021080845285-51-6/results/926416661/resdetectqntlmts,Lower Reporting Limit,0.367,ng/L,,2022-01-12T13:17:31,STORET
DRBC,Delaware River Basin Commission,DRBC-CHR202110062021101445285-51-6,Sample-Routine,Water,,2021-10-06,10:14:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-CHR2021,Christina River,,,,,39.7348400000,-75.5502700000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-929830322,,,Perfluorooctanoic acid,Total,10.1,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-CHR202110062021101445285-51-6/results/929830322/resdetectqntlmts,Lower Reporting Limit,0.404,ng/L,,2022-02-09T16:06:03,STORET
DRBC,Delaware River Basin Commission,DRBC-PPI10062021131945285-51-6,Sample-Routine,Water,,2021-10-06,13:19:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-PPI,Pea Patch Island,,,,,39.6126000000,-75.5931000000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-929830642,,,Perfluorooctanoic acid,Total,4.82,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-PPI10062021131945285-51-6/results/929830642/resdetectqntlmts,Lower Reporting Limit,0.402,ng/L,,2022-02-09T16:06:25,STORET
DRBC,Delaware River Basin Commission,DRBC-11-09101109202021085545285-51-6,Sample-Routine,Water,,2021-09-20,08:55:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-31DELRBC_WQX-091011,71,,,,,39.7208780000,-75.5057940000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-926330628,,,Perfluorooctanoic acid,,3.61,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-11-09101109202021085545285-51-6/results/926330628/resdetectqntlmts,Lower Reporting Limit,0.371,ng/L,,2022-01-12T11:58:36,STORET
DRBC,Delaware River Basin Commission,DRBC-BR704192021083445285-51-6,Sample-Routine,Water,,2021-04-19,08:34:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-BR7,66,,,,,39.6551100000,-75.5454120000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-926416741,,,Perfluorooctanoic acid,,7.71,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-BR704192021083445285-51-6/results/926416741/resdetectqntlmts,Lower Reporting Limit,0.376,ng/L,,2022-01-12T13:17:33,STORET
